grid_id,risk_score,address
82033,0.9999999999755866,대한민국 서울특별시 개포주공5단지경기여고
72242,0.9999999999755866,대한민국 서울특별시 강남구 도산대로30길 53 2층
97736,0.9999999999755866,대한민국 서울특별시 성내동 549번지 1층 강동구 서울특별시 KR
98067,0.9999999999755866,대한민국 서울특별시 강동구 암사동 515-17
82432,0.9999999999755866,대한민국 서울특별시 동대문구 답십리로68길 66-1
43113,0.9999999999755866,대한민국 서울특별시 마포구 와우산로 48 로하스타워 907호
57272,0.9999999999755866,대한민국 서울특별시 종로구 세종로 1-39
98068,0.9999999999755866,대한민국 서울특별시 강동구 암사동 509
97747,0.9999999999755866,대한민국 서울특별시 강동구 성내동 59-26
23142,0.9999999999755866,대한민국 서울특별시 화곡동 394-31번지 강서구 서울특별시 KR
67023,0.9999999999755866,대한민국 서울특별시 서초구 잠원동 158-1
76235,0.9999999999755866,대한민국 서울특별시 강남구 청담동 44-13
83721,0.9999999999755866,대한민국 서울특별시 노원구 동일로187길 12-17
59102,0.9999999999755866,대한민국 서울특별시 종로구 공평동 100-16
75961,0.9999999999755866,대한민국 서울특별시 성동구 성수동1가 656-1827
103291,0.9999999999755866,대한민국 서울특별시 강동구 양재대로 1666 2층220호
56016,0.9999999999755866,대한민국 서울특별시 중구 봉래동2가 122
82706,0.9999999999755866,대한민국 서울특별시 광진구 자양동 7-1
82708,0.9999999999755866,대한민국 서울특별시 광진구 아차산로31길 19-10
42497,0.9999999999755866,대한민국 서울특별시 마포구 상수동 335-18
82340,0.9999999999755866,대한민국 서울특별시 개포4단지5단지
103843,0.9999999999755866,대한민국 서울특별시 송파구 마천로39길 11-1
75480,0.9999999999755866,대한민국 서울특별시 도봉구 도당로27길 20-16
57877,0.9999999999755866,대한민국 서울특별시 종로구 세종로 82-5
72855,0.9999999999755866,대한민국 서울특별시 강남구 논현로132길 34
78994,0.9999999999755866,대한민국 서울특별시 강남구 봉은사로 531
83720,0.9999999999755866,대한민국 서울특별시 노원구 공릉동 493-35
80998,0.9999999999755866,대한민국 서울특별시 노원구 상계동 689
57868,0.9999999999755866,대한민국 서울특별시 중구 정동 5-8
46184,0.9999999999755866,대한민국 서울특별시 마포구 신수동 456
75005,0.9999999999755866,대한민국 서울특별시 강남구 논현동 241-8
79764,0.9999999999755866,대한민국 서울특별시 노원구 상계동 739-4
